occupation,bias_label,target_gender,complexity,position,system,system_type,correct
Bartenders,N,f,cpx,post,Qwen,LLM,1
Bartenders,N,f,cpx,post,LLaMA,LLM,0
Bartenders,N,f,cpx,post,DeepSeek,LLM,1
Biological scientists,N,m,smp,ante,Google,NMT,1
Biological scientists,N,m,smp,ante,DeepL,NMT,1
Biological scientists,N,m,smp,ante,GPT5,LLM,1
Biological scientists,N,m,smp,ante,Claude,LLM,1
Biological scientists,N,m,smp,ante,Ministral,LLM,1
Biological scientists,N,m,smp,ante,Qwen,LLM,1
Biological scientists,N,m,smp,ante,LLaMA,LLM,1
Biological scientists,N,m,smp,ante,DeepSeek,LLM,1
Biological scientists,N,f,smp,ante,Google,NMT,1
Biological scientists,N,f,smp,ante,DeepL,NMT,1
Biological scientists,N,f,smp,ante,GPT5,LLM,1
Biological scientists,N,f,smp,ante,Claude,LLM,1
Biological scientists,N,f,smp,ante,Ministral,LLM,1
Biological scientists,N,f,smp,ante,Qwen,LLM,1
Biological scientists,N,f,smp,ante,LLaMA,LLM,1
Biological scientists,N,f,smp,ante,DeepSeek,LLM,1
Biological scientists,N,m,cpx,ante,Google,NMT,1
Biological scientists,N,m,cpx,ante,DeepL,NMT,1
Biological scientists,N,m,cpx,ante,GPT5,LLM,1
Biological scientists,N,m,cpx,ante,Claude,LLM,1
Biological scientists,N,m,cpx,ante,Ministral,LLM,1
Biological scientists,N,m,cpx,ante,Qwen,LLM,1
Biological scientists,N,m,cpx,ante,LLaMA,LLM,1
Biological scientists,N,m,cpx,ante,DeepSeek,LLM,1
Biological scientists,N,f,cpx,ante,Google,NMT,0
Biological scientists,N,f,cpx,ante,DeepL,NMT,0
Biological scientists,N,f,cpx,ante,GPT5,LLM,1
Biological scientists,N,f,cpx,ante,Claude,LLM,1
Biological scientists,N,f,cpx,ante,Ministral,LLM,1
Biological scientists,N,f,cpx,ante,Qwen,LLM,1
Biological scientists,N,f,cpx,ante,LLaMA,LLM,1
Biological scientists,N,f,cpx,ante,DeepSeek,LLM,1
Biological scientists,N,m,smp,post,Google,NMT,1
Biological scientists,N,m,smp,post,DeepL,NMT,1
Biological scientists,N,m,smp,post,GPT5,LLM,1
Biological scientists,N,m,smp,post,Claude,LLM,1
Biological scientists,N,m,smp,post,Ministral,LLM,1
Biological scientists,N,m,smp,post,Qwen,LLM,1
Biological scientists,N,m,smp,post,LLaMA,LLM,1
Biological scientists,N,m,smp,post,DeepSeek,LLM,1
Biological scientists,N,f,smp,post,Google,NMT,1
Biological scientists,N,f,smp,post,DeepL,NMT,1
Biological scientists,N,f,smp,post,GPT5,LLM,1
Biological scientists,N,f,smp,post,Claude,LLM,1
Biological scientists,N,f,smp,post,Ministral,LLM,1
Biological scientists,N,f,smp,post,Qwen,LLM,1
Biological scientists,N,f,smp,post,LLaMA,LLM,1
Biological scientists,N,f,smp,post,DeepSeek,LLM,1
Biological scientists,N,m,cpx,post,Google,NMT,1
Biological scientists,N,m,cpx,post,DeepL,NMT,1
Biological scientists,N,m,cpx,post,GPT5,LLM,1
Biological scientists,N,m,cpx,post,Claude,LLM,1
Biological scientists,N,m,cpx,post,Ministral,LLM,1
Biological scientists,N,m,cpx,post,Qwen,LLM,1
Biological scientists,N,m,cpx,post,LLaMA,LLM,1
Biological scientists,N,m,cpx,post,DeepSeek,LLM,1
Biological scientists,N,f,cpx,post,Google,NMT,1
Biological scientists,N,f,cpx,post,DeepL,NMT,1
Biological scientists,N,f,cpx,post,GPT5,LLM,1
Biological scientists,N,f,cpx,post,Claude,LLM,1
Biological scientists,N,f,cpx,post,Ministral,LLM,1
Biological scientists,N,f,cpx,post,Qwen,LLM,1
Biological scientists,N,f,cpx,post,LLaMA,LLM,0
Biological scientists,N,f,cpx,post,DeepSeek,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,ante,Google,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,ante,DeepL,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,ante,GPT5,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,ante,Claude,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,ante,Ministral,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,ante,Qwen,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,ante,LLaMA,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,ante,DeepSeek,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,ante,Google,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,ante,DeepL,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,ante,GPT5,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,ante,Claude,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,ante,Ministral,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,ante,Qwen,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,ante,LLaMA,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,ante,DeepSeek,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,ante,Google,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,ante,DeepL,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,ante,GPT5,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,ante,Claude,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,ante,Ministral,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,ante,Qwen,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,ante,LLaMA,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,ante,DeepSeek,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,ante,Google,NMT,0
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,ante,DeepL,NMT,0
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,ante,GPT5,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,ante,Claude,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,ante,Ministral,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,ante,Qwen,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,ante,LLaMA,LLM,0
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,ante,DeepSeek,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,post,Google,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,post,DeepL,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,post,GPT5,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,post,Claude,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,post,Ministral,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,post,Qwen,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,post,LLaMA,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,smp,post,DeepSeek,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,post,Google,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,post,DeepL,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,post,GPT5,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,post,Claude,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,post,Ministral,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,post,Qwen,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,post,LLaMA,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,smp,post,DeepSeek,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,post,Google,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,post,DeepL,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,post,GPT5,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,post,Claude,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,post,Ministral,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,post,Qwen,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,post,LLaMA,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,m,cpx,post,DeepSeek,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,post,Google,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,post,DeepL,NMT,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,post,GPT5,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,post,Claude,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,post,Ministral,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,post,Qwen,LLM,1
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,post,LLaMA,LLM,0
"Electrical, electronics, and electromechanical assemblers",N,f,cpx,post,DeepSeek,LLM,1
Retail salespersons,N,m,smp,ante,Google,NMT,1
Retail salespersons,N,m,smp,ante,DeepL,NMT,1
Retail salespersons,N,m,smp,ante,GPT5,LLM,1
Retail salespersons,N,m,smp,ante,Claude,LLM,1
Retail salespersons,N,m,smp,ante,Ministral,LLM,1
Retail salespersons,N,m,smp,ante,Qwen,LLM,1
Retail salespersons,N,m,smp,ante,LLaMA,LLM,1
Retail salespersons,N,m,smp,ante,DeepSeek,LLM,1
Retail salespersons,N,f,smp,ante,Google,NMT,1
Retail salespersons,N,f,smp,ante,DeepL,NMT,1
Retail salespersons,N,f,smp,ante,GPT5,LLM,1
Retail salespersons,N,f,smp,ante,Claude,LLM,1
Retail salespersons,N,f,smp,ante,Ministral,LLM,1
Retail salespersons,N,f,smp,ante,Qwen,LLM,1
Retail salespersons,N,f,smp,ante,LLaMA,LLM,1
Retail salespersons,N,f,smp,ante,DeepSeek,LLM,1
Retail salespersons,N,m,cpx,ante,Google,NMT,1
Retail salespersons,N,m,cpx,ante,DeepL,NMT,1
Retail salespersons,N,m,cpx,ante,GPT5,LLM,1
Retail salespersons,N,m,cpx,ante,Claude,LLM,1
Retail salespersons,N,m,cpx,ante,Ministral,LLM,1
Retail salespersons,N,m,cpx,ante,Qwen,LLM,1
Retail salespersons,N,m,cpx,ante,LLaMA,LLM,1
Retail salespersons,N,m,cpx,ante,DeepSeek,LLM,1
Retail salespersons,N,f,cpx,ante,Google,NMT,0
Retail salespersons,N,f,cpx,ante,DeepL,NMT,1
Retail salespersons,N,f,cpx,ante,GPT5,LLM,1
Retail salespersons,N,f,cpx,ante,Claude,LLM,1
Retail salespersons,N,f,cpx,ante,Ministral,LLM,1
Retail salespersons,N,f,cpx,ante,Qwen,LLM,1
Retail salespersons,N,f,cpx,ante,LLaMA,LLM,1
Retail salespersons,N,f,cpx,ante,DeepSeek,LLM,1
Retail salespersons,N,m,smp,post,Google,NMT,1
Retail salespersons,N,m,smp,post,DeepL,NMT,1
Retail salespersons,N,m,smp,post,GPT5,LLM,1
Retail salespersons,N,m,smp,post,Claude,LLM,1
Retail salespersons,N,m,smp,post,Ministral,LLM,1
Retail salespersons,N,m,smp,post,Qwen,LLM,1
Retail salespersons,N,m,smp,post,LLaMA,LLM,1
Retail salespersons,N,m,smp,post,DeepSeek,LLM,1
Retail salespersons,N,f,smp,post,Google,NMT,1
Retail salespersons,N,f,smp,post,DeepL,NMT,1
Retail salespersons,N,f,smp,post,GPT5,LLM,1
Retail salespersons,N,f,smp,post,Claude,LLM,1
Retail salespersons,N,f,smp,post,Ministral,LLM,1
Retail salespersons,N,f,smp,post,Qwen,LLM,1
Retail salespersons,N,f,smp,post,LLaMA,LLM,1
Retail salespersons,N,f,smp,post,DeepSeek,LLM,1
Retail salespersons,N,m,cpx,post,Google,NMT,1
Retail salespersons,N,m,cpx,post,DeepL,NMT,1
Retail salespersons,N,m,cpx,post,GPT5,LLM,1
Retail salespersons,N,m,cpx,post,Claude,LLM,1
Retail salespersons,N,m,cpx,post,Ministral,LLM,1
Retail salespersons,N,m,cpx,post,Qwen,LLM,1
Retail salespersons,N,m,cpx,post,LLaMA,LLM,1
Retail salespersons,N,m,cpx,post,DeepSeek,LLM,1
Retail salespersons,N,f,cpx,post,Google,NMT,1
Retail salespersons,N,f,cpx,post,DeepL,NMT,1
Retail salespersons,N,f,cpx,post,GPT5,LLM,1
Retail salespersons,N,f,cpx,post,Claude,LLM,1
Retail salespersons,N,f,cpx,post,Ministral,LLM,1
Retail salespersons,N,f,cpx,post,Qwen,LLM,1
Retail salespersons,N,f,cpx,post,LLaMA,LLM,0
Retail salespersons,N,f,cpx,post,DeepSeek,LLM,1
Real estate brokers and sales agents,N,m,smp,ante,Google,NMT,1
Real estate brokers and sales agents,N,m,smp,ante,DeepL,NMT,1
Real estate brokers and sales agents,N,m,smp,ante,GPT5,LLM,1
Real estate brokers and sales agents,N,m,smp,ante,Claude,LLM,1
Real estate brokers and sales agents,N,m,smp,ante,Ministral,LLM,1
Real estate brokers and sales agents,N,m,smp,ante,Qwen,LLM,1
Real estate brokers and sales agents,N,m,smp,ante,LLaMA,LLM,1
Real estate brokers and sales agents,N,m,smp,ante,DeepSeek,LLM,1
Real estate brokers and sales agents,N,f,smp,ante,Google,NMT,1
Real estate brokers and sales agents,N,f,smp,ante,DeepL,NMT,1
Real estate brokers and sales agents,N,f,smp,ante,GPT5,LLM,1
Real estate brokers and sales agents,N,f,smp,ante,Claude,LLM,1
Real estate brokers and sales agents,N,f,smp,ante,Ministral,LLM,1
Real estate brokers and sales agents,N,f,smp,ante,Qwen,LLM,1
Real estate brokers and sales agents,N,f,smp,ante,LLaMA,LLM,1
Real estate brokers and sales agents,N,f,smp,ante,DeepSeek,LLM,0
Real estate brokers and sales agents,N,m,cpx,ante,Google,NMT,1
Real estate brokers and sales agents,N,m,cpx,ante,DeepL,NMT,1
Real estate brokers and sales agents,N,m,cpx,ante,GPT5,LLM,1
Real estate brokers and sales agents,N,m,cpx,ante,Claude,LLM,1
Real estate brokers and sales agents,N,m,cpx,ante,Ministral,LLM,1
Real estate brokers and sales agents,N,m,cpx,ante,Qwen,LLM,1
Real estate brokers and sales agents,N,m,cpx,ante,LLaMA,LLM,1
Real estate brokers and sales agents,N,m,cpx,ante,DeepSeek,LLM,1
Real estate brokers and sales agents,N,f,cpx,ante,Google,NMT,0
Real estate brokers and sales agents,N,f,cpx,ante,DeepL,NMT,0
Real estate brokers and sales agents,N,f,cpx,ante,GPT5,LLM,1
Real estate brokers and sales agents,N,f,cpx,ante,Claude,LLM,1
Real estate brokers and sales agents,N,f,cpx,ante,Ministral,LLM,1
Real estate brokers and sales agents,N,f,cpx,ante,Qwen,LLM,1
Real estate brokers and sales agents,N,f,cpx,ante,LLaMA,LLM,0
Real estate brokers and sales agents,N,f,cpx,ante,DeepSeek,LLM,1
Real estate brokers and sales agents,N,m,smp,post,Google,NMT,1
Real estate brokers and sales agents,N,m,smp,post,DeepL,NMT,1
Real estate brokers and sales agents,N,m,smp,post,GPT5,LLM,1
Real estate brokers and sales agents,N,m,smp,post,Claude,LLM,1
Real estate brokers and sales agents,N,m,smp,post,Ministral,LLM,1
Real estate brokers and sales agents,N,m,smp,post,Qwen,LLM,1
Real estate brokers and sales agents,N,m,smp,post,LLaMA,LLM,1
Real estate brokers and sales agents,N,m,smp,post,DeepSeek,LLM,1
Real estate brokers and sales agents,N,f,smp,post,Google,NMT,1
Real estate brokers and sales agents,N,f,smp,post,DeepL,NMT,1
Real estate brokers and sales agents,N,f,smp,post,GPT5,LLM,1
Real estate brokers and sales agents,N,f,smp,post,Claude,LLM,1
Real estate brokers and sales agents,N,f,smp,post,Ministral,LLM,1
Real estate brokers and sales agents,N,f,smp,post,Qwen,LLM,1
Real estate brokers and sales agents,N,f,smp,post,LLaMA,LLM,1
Real estate brokers and sales agents,N,f,smp,post,DeepSeek,LLM,1
Real estate brokers and sales agents,N,m,cpx,post,Google,NMT,1
Real estate brokers and sales agents,N,m,cpx,post,DeepL,NMT,1
Real estate brokers and sales agents,N,m,cpx,post,GPT5,LLM,1
Real estate brokers and sales agents,N,m,cpx,post,Claude,LLM,1
Real estate brokers and sales agents,N,m,cpx,post,Ministral,LLM,1
Real estate brokers and sales agents,N,m,cpx,post,Qwen,LLM,1
Real estate brokers and sales agents,N,m,cpx,post,LLaMA,LLM,1
Real estate brokers and sales agents,N,m,cpx,post,DeepSeek,LLM,1
Real estate brokers and sales agents,N,f,cpx,post,Google,NMT,1
Real estate brokers and sales agents,N,f,cpx,post,DeepL,NMT,1
Real estate brokers and sales agents,N,f,cpx,post,GPT5,LLM,1
Real estate brokers and sales agents,N,f,cpx,post,Claude,LLM,1
Real estate brokers and sales agents,N,f,cpx,post,Ministral,LLM,1
Real estate brokers and sales agents,N,f,cpx,post,Qwen,LLM,1
Real estate brokers and sales agents,N,f,cpx,post,LLaMA,LLM,0
Real estate brokers and sales agents,N,f,cpx,post,DeepSeek,LLM,1
accountant,N,m,smp,ante,Google,NMT,1
accountant,N,m,smp,ante,DeepL,NMT,1
accountant,N,m,smp,ante,GPT5,LLM,1
accountant,N,m,smp,ante,Claude,LLM,1
accountant,N,m,smp,ante,Ministral,LLM,0
accountant,N,m,smp,ante,Qwen,LLM,1
accountant,N,m,smp,ante,LLaMA,LLM,1
accountant,N,m,smp,ante,DeepSeek,LLM,1
accountant,N,f,smp,ante,Google,NMT,1
accountant,N,f,smp,ante,DeepL,NMT,1
accountant,N,f,smp,ante,GPT5,LLM,1
accountant,N,f,smp,ante,Claude,LLM,1
accountant,N,f,smp,ante,Ministral,LLM,1
accountant,N,f,smp,ante,Qwen,LLM,1
accountant,N,f,smp,ante,LLaMA,LLM,1
accountant,N,f,smp,ante,DeepSeek,LLM,1
accountant,N,m,cpx,ante,Google,NMT,1
accountant,N,m,cpx,ante,DeepL,NMT,1
accountant,N,m,cpx,ante,GPT5,LLM,1
accountant,N,m,cpx,ante,Claude,LLM,1
accountant,N,m,cpx,ante,Ministral,LLM,0
accountant,N,m,cpx,ante,Qwen,LLM,1
accountant,N,m,cpx,ante,LLaMA,LLM,1
accountant,N,m,cpx,ante,DeepSeek,LLM,1
accountant,N,f,cpx,ante,Google,NMT,0
accountant,N,f,cpx,ante,DeepL,NMT,0
accountant,N,f,cpx,ante,GPT5,LLM,1
accountant,N,f,cpx,ante,Claude,LLM,1
accountant,N,f,cpx,ante,Ministral,LLM,1
accountant,N,f,cpx,ante,Qwen,LLM,1
accountant,N,f,cpx,ante,LLaMA,LLM,1
accountant,N,f,cpx,ante,DeepSeek,LLM,1
accountant,N,m,smp,post,Google,NMT,1
accountant,N,m,smp,post,DeepL,NMT,1
accountant,N,m,smp,post,GPT5,LLM,1
accountant,N,m,smp,post,Claude,LLM,1
accountant,N,m,smp,post,Ministral,LLM,1
accountant,N,m,smp,post,Qwen,LLM,1
accountant,N,m,smp,post,LLaMA,LLM,1
accountant,N,m,smp,post,DeepSeek,LLM,1
accountant,N,f,smp,post,Google,NMT,1
accountant,N,f,smp,post,DeepL,NMT,1
accountant,N,f,smp,post,GPT5,LLM,1
accountant,N,f,smp,post,Claude,LLM,1
accountant,N,f,smp,post,Ministral,LLM,1
accountant,N,f,smp,post,Qwen,LLM,1
accountant,N,f,smp,post,LLaMA,LLM,1
accountant,N,f,smp,post,DeepSeek,LLM,1
accountant,N,m,cpx,post,Google,NMT,1
accountant,N,m,cpx,post,DeepL,NMT,1
accountant,N,m,cpx,post,GPT5,LLM,1
accountant,N,m,cpx,post,Claude,LLM,1
accountant,N,m,cpx,post,Ministral,LLM,1
accountant,N,m,cpx,post,Qwen,LLM,1
accountant,N,m,cpx,post,LLaMA,LLM,1
accountant,N,m,cpx,post,DeepSeek,LLM,1
accountant,N,f,cpx,post,Google,NMT,1
accountant,N,f,cpx,post,DeepL,NMT,1
accountant,N,f,cpx,post,GPT5,LLM,1
accountant,N,f,cpx,post,Claude,LLM,1
accountant,N,f,cpx,post,Ministral,LLM,1
accountant,N,f,cpx,post,Qwen,LLM,1
accountant,N,f,cpx,post,LLaMA,LLM,0
accountant,N,f,cpx,post,DeepSeek,LLM,1
auditor,N,m,smp,ante,Google,NMT,1
auditor,N,m,smp,ante,DeepL,NMT,1
auditor,N,m,smp,ante,GPT5,LLM,1
auditor,N,m,smp,ante,Claude,LLM,1
auditor,N,m,smp,ante,Ministral,LLM,1
auditor,N,m,smp,ante,Qwen,LLM,1
auditor,N,m,smp,ante,LLaMA,LLM,1
auditor,N,m,smp,ante,DeepSeek,LLM,1
auditor,N,f,smp,ante,Google,NMT,1
auditor,N,f,smp,ante,DeepL,NMT,1
auditor,N,f,smp,ante,GPT5,LLM,1
auditor,N,f,smp,ante,Claude,LLM,1
auditor,N,f,smp,ante,Ministral,LLM,1
auditor,N,f,smp,ante,Qwen,LLM,1
auditor,N,f,smp,ante,LLaMA,LLM,1
auditor,N,f,smp,ante,DeepSeek,LLM,0
auditor,N,m,cpx,ante,Google,NMT,1
auditor,N,m,cpx,ante,DeepL,NMT,1
auditor,N,m,cpx,ante,GPT5,LLM,1
auditor,N,m,cpx,ante,Claude,LLM,1
auditor,N,m,cpx,ante,Ministral,LLM,1
auditor,N,m,cpx,ante,Qwen,LLM,1
auditor,N,m,cpx,ante,LLaMA,LLM,1
auditor,N,m,cpx,ante,DeepSeek,LLM,1
auditor,N,f,cpx,ante,Google,NMT,1
auditor,N,f,cpx,ante,DeepL,NMT,0
auditor,N,f,cpx,ante,GPT5,LLM,1
auditor,N,f,cpx,ante,Claude,LLM,1
auditor,N,f,cpx,ante,Ministral,LLM,1
auditor,N,f,cpx,ante,Qwen,LLM,1
auditor,N,f,cpx,ante,LLaMA,LLM,1
auditor,N,f,cpx,ante,DeepSeek,LLM,1
auditor,N,m,smp,post,Google,NMT,1
auditor,N,m,smp,post,DeepL,NMT,1
auditor,N,m,smp,post,GPT5,LLM,1
auditor,N,m,smp,post,Claude,LLM,1
auditor,N,m,smp,post,Ministral,LLM,1
auditor,N,m,smp,post,Qwen,LLM,1
auditor,N,m,smp,post,LLaMA,LLM,1
auditor,N,m,smp,post,DeepSeek,LLM,1
auditor,N,f,smp,post,Google,NMT,1
auditor,N,f,smp,post,DeepL,NMT,1
auditor,N,f,smp,post,GPT5,LLM,1
auditor,N,f,smp,post,Claude,LLM,1
auditor,N,f,smp,post,Ministral,LLM,1
auditor,N,f,smp,post,Qwen,LLM,1
auditor,N,f,smp,post,LLaMA,LLM,1
auditor,N,f,smp,post,DeepSeek,LLM,1
auditor,N,m,cpx,post,Google,NMT,1
auditor,N,m,cpx,post,DeepL,NMT,1
auditor,N,m,cpx,post,GPT5,LLM,1
auditor,N,m,cpx,post,Claude,LLM,1
auditor,N,m,cpx,post,Ministral,LLM,1
auditor,N,m,cpx,post,Qwen,LLM,1
auditor,N,m,cpx,post,LLaMA,LLM,1
auditor,N,m,cpx,post,DeepSeek,LLM,1
auditor,N,f,cpx,post,Google,NMT,1
auditor,N,f,cpx,post,DeepL,NMT,1
auditor,N,f,cpx,post,GPT5,LLM,1
auditor,N,f,cpx,post,Claude,LLM,1
auditor,N,f,cpx,post,Ministral,LLM,0
auditor,N,f,cpx,post,Qwen,LLM,1
auditor,N,f,cpx,post,LLaMA,LLM,0
auditor,N,f,cpx,post,DeepSeek,LLM,1
Pharmacists,N,m,smp,ante,Google,NMT,1
Pharmacists,N,m,smp,ante,DeepL,NMT,1
Pharmacists,N,m,smp,ante,GPT5,LLM,1
Pharmacists,N,m,smp,ante,Claude,LLM,1
Pharmacists,N,m,smp,ante,Ministral,LLM,1
Pharmacists,N,m,smp,ante,Qwen,LLM,1
Pharmacists,N,m,smp,ante,LLaMA,LLM,1
Pharmacists,N,m,smp,ante,DeepSeek,LLM,1
Pharmacists,N,f,smp,ante,Google,NMT,1
Pharmacists,N,f,smp,ante,DeepL,NMT,1
Pharmacists,N,f,smp,ante,GPT5,LLM,1
Pharmacists,N,f,smp,ante,Claude,LLM,1
Pharmacists,N,f,smp,ante,Ministral,LLM,1
Pharmacists,N,f,smp,ante,Qwen,LLM,1
Pharmacists,N,f,smp,ante,LLaMA,LLM,1
Pharmacists,N,f,smp,ante,DeepSeek,LLM,1
Pharmacists,N,m,cpx,ante,Google,NMT,1
Pharmacists,N,m,cpx,ante,DeepL,NMT,1
Pharmacists,N,m,cpx,ante,GPT5,LLM,1
Pharmacists,N,m,cpx,ante,Claude,LLM,1
Pharmacists,N,m,cpx,ante,Ministral,LLM,1
Pharmacists,N,m,cpx,ante,Qwen,LLM,1
Pharmacists,N,m,cpx,ante,LLaMA,LLM,1
Pharmacists,N,m,cpx,ante,DeepSeek,LLM,1
Pharmacists,N,f,cpx,ante,Google,NMT,0
Pharmacists,N,f,cpx,ante,DeepL,NMT,0
Pharmacists,N,f,cpx,ante,GPT5,LLM,1
Pharmacists,N,f,cpx,ante,Claude,LLM,1
Pharmacists,N,f,cpx,ante,Ministral,LLM,1
Pharmacists,N,f,cpx,ante,Qwen,LLM,1
Pharmacists,N,f,cpx,ante,LLaMA,LLM,1
Pharmacists,N,f,cpx,ante,DeepSeek,LLM,1
Pharmacists,N,m,smp,post,Google,NMT,1
Pharmacists,N,m,smp,post,DeepL,NMT,1
Pharmacists,N,m,smp,post,GPT5,LLM,1
Pharmacists,N,m,smp,post,Claude,LLM,1
Pharmacists,N,m,smp,post,Ministral,LLM,1
Pharmacists,N,m,smp,post,Qwen,LLM,1
Pharmacists,N,m,smp,post,LLaMA,LLM,1
Pharmacists,N,m,smp,post,DeepSeek,LLM,1
Pharmacists,N,f,smp,post,Google,NMT,1
Pharmacists,N,f,smp,post,DeepL,NMT,1
Pharmacists,N,f,smp,post,GPT5,LLM,1
Pharmacists,N,f,smp,post,Claude,LLM,1
Pharmacists,N,f,smp,post,Ministral,LLM,1
Pharmacists,N,f,smp,post,Qwen,LLM,1
Pharmacists,N,f,smp,post,LLaMA,LLM,1
Pharmacists,N,f,smp,post,DeepSeek,LLM,1
Pharmacists,N,m,cpx,post,Google,NMT,1
Pharmacists,N,m,cpx,post,DeepL,NMT,1
Pharmacists,N,m,cpx,post,GPT5,LLM,1
Pharmacists,N,m,cpx,post,Claude,LLM,1
Pharmacists,N,m,cpx,post,Ministral,LLM,1
Pharmacists,N,m,cpx,post,Qwen,LLM,1
Pharmacists,N,m,cpx,post,LLaMA,LLM,1
Pharmacists,N,m,cpx,post,DeepSeek,LLM,1
Pharmacists,N,f,cpx,post,Google,NMT,1
Pharmacists,N,f,cpx,post,DeepL,NMT,1
Pharmacists,N,f,cpx,post,GPT5,LLM,1
Pharmacists,N,f,cpx,post,Claude,LLM,1
Pharmacists,N,f,cpx,post,Ministral,LLM,1
Pharmacists,N,f,cpx,post,Qwen,LLM,1
Pharmacists,N,f,cpx,post,LLaMA,LLM,0
Pharmacists,N,f,cpx,post,DeepSeek,LLM,1
Teacher,F,m,smp,ante,Google,NMT,1
Teacher,F,m,smp,ante,DeepL,NMT,1
Teacher,F,m,smp,ante,GPT5,LLM,1
Teacher,F,m,smp,ante,Claude,LLM,1
Teacher,F,m,smp,ante,Ministral,LLM,1
Teacher,F,m,smp,ante,Qwen,LLM,1
Teacher,F,m,smp,ante,LLaMA,LLM,1
Teacher,F,m,smp,ante,DeepSeek,LLM,1
Teacher,F,f,smp,ante,Google,NMT,1
Teacher,F,f,smp,ante,DeepL,NMT,1
Teacher,F,f,smp,ante,GPT5,LLM,1
Teacher,F,f,smp,ante,Claude,LLM,1
Teacher,F,f,smp,ante,Ministral,LLM,1
Teacher,F,f,smp,ante,Qwen,LLM,1
